,date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,snowfall_sum,precipitation_hours
795,2017-03-06 05:00:00,4.3675003,-6.5325,-0.22625013,0.0,0.0
796,2017-03-07 05:00:00,11.6675,3.4675,7.846665,0.0,12.0
797,2017-03-08 05:00:00,14.7175,7.8675003,11.121665,0.0,5.0
798,2017-03-09 05:00:00,13.9675,6.9175,10.442499,0.0,0.0
799,2017-03-10 05:00:00,5.8675003,-4.8325,1.5154167,6.02,11.0
800,2017-03-11 05:00:00,-0.7825,-7.7825,-4.9158335,0.0,0.0
801,2017-03-12 05:00:00,0.5675,-7.3824997,-4.115833,0.0,0.0
802,2017-03-13 05:00:00,-0.0325,-7.6324997,-3.4908333,0.21000001,2.0
803,2017-03-14 05:00:00,0.7175,-6.0825,-1.6075001,28.84,19.0
804,2017-03-15 05:00:00,-3.5325,-8.0825,-5.4950004,0.42,6.0
805,2017-03-16 05:00:00,1.1175,-7.8824997,-3.878333,0.0,0.0
806,2017-03-17 05:00:00,3.9675,-8.4825,-1.9950004,0.0,0.0
807,2017-03-18 05:00:00,3.0674999,-8.882501,-0.38458356,0.0,6.0
808,2017-03-19 05:00:00,7.1675,-0.9325,2.1737504,0.0,0.0
809,2017-03-20 05:00:00,10.4175,-2.8825,3.5029166,0.0,0.0
810,2017-03-21 05:00:00,13.9675,1.8175,7.538334,0.0,0.0
811,2017-03-22 05:00:00,4.2675004,-5.4325,-0.2054166,0.0,0.0
812,2017-03-23 05:00:00,5.5175004,-6.6825,-0.89708287,0.0,0.0
813,2017-03-24 05:00:00,12.2675,-1.2825,5.502917,0.0,0.0
814,2017-03-25 05:00:00,15.6675,4.9175,9.371666,0.0,8.0
815,2017-03-26 05:00:00,6.6175003,2.5175,4.5904164,0.0,2.0
816,2017-03-27 05:00:00,12.117499,4.6175003,7.7549987,0.0,8.0
817,2017-03-28 05:00:00,9.8175,4.2175,7.1029167,0.0,18.0
818,2017-03-29 05:00:00,14.5675,3.6175,8.527915,0.0,0.0
819,2017-03-30 05:00:00,10.2675,-0.082499996,5.013334,0.0,3.0
820,2017-03-31 05:00:00,5.7175,3.4175,4.6299996,0.0,22.0
821,2017-04-01 05:00:00,7.7675004,2.9175,5.1591663,0.0,4.0
822,2017-04-02 05:00:00,15.5675,1.6675,8.500833,0.0,0.0
823,2017-04-03 05:00:00,14.9675,2.4175,8.913333,0.0,1.0
824,2017-04-04 05:00:00,13.2175,7.3675003,10.0925,0.0,12.0
825,2017-04-05 05:00:00,16.4675,5.7175,9.773749,0.0,0.0
826,2017-04-06 05:00:00,13.4675,4.5675,7.8924994,0.0,10.0
827,2017-04-07 05:00:00,9.9175,3.6175,7.1800003,0.0,6.0
828,2017-04-08 05:00:00,13.0175,2.3174999,6.9237504,0.0,0.0
829,2017-04-09 05:00:00,16.3675,1.4675,8.846666,0.0,0.0
830,2017-04-10 05:00:00,18.2175,5.4675,13.119583,0.0,0.0
831,2017-04-11 05:00:00,21.7675,11.0675,15.93625,0.0,0.0
832,2017-04-12 05:00:00,22.1175,10.0175,16.38625,0.0,4.0
833,2017-04-13 05:00:00,16.917501,6.5675,11.4487505,0.0,0.0
834,2017-04-14 05:00:00,15.5675,4.9175,9.969583,0.0,0.0
835,2017-04-15 05:00:00,14.2175,5.4675,11.213333,0.0,0.0
836,2017-04-16 05:00:00,27.9675,13.367499,20.1175,0.0,1.0
837,2017-04-17 05:00:00,21.4675,12.5175,17.8175,0.0,0.0
838,2017-04-18 05:00:00,16.1175,7.4175,11.005,0.0,0.0
839,2017-04-19 05:00:00,9.8175,6.0675,8.340416,0.0,5.0
840,2017-04-20 05:00:00,18.3675,9.4675,12.62375,0.0,7.0
841,2017-04-21 05:00:00,13.9175,9.1675,10.850833,0.0,9.0
842,2017-04-22 05:00:00,12.7175,9.3175,10.944584,0.0,11.0
843,2017-04-23 05:00:00,16.3675,6.0175004,10.517499,0.0,0.0
844,2017-04-24 05:00:00,13.0675,5.9175,10.527916,0.0,2.0
845,2017-04-25 05:00:00,11.9175,9.9175,10.954999,0.0,20.0
846,2017-04-26 05:00:00,16.067501,11.367499,13.8175,0.0,9.0
847,2017-04-27 05:00:00,19.2175,12.2675,15.023749,0.0,0.0
848,2017-04-28 05:00:00,25.317501,12.617499,18.609165,0.0,1.0
849,2017-04-29 05:00:00,27.817501,14.5675,21.215418,0.0,4.0
850,2017-04-30 05:00:00,17.317501,10.2175,13.921668,0.0,2.0
851,2017-05-01 05:00:00,21.667501,10.4175,15.811248,0.0,1.0
852,2017-05-02 05:00:00,23.1175,13.7175,19.338331,0.0,3.0
853,2017-05-03 05:00:00,16.4675,9.2175,13.725833,0.0,0.0
854,2017-05-04 05:00:00,15.3175,6.3175,11.032082,0.0,0.0
855,2017-05-05 05:00:00,16.167501,10.2175,13.0841675,0.0,16.0
856,2017-05-06 05:00:00,16.7175,10.9675,15.032083,0.0,5.0
857,2017-05-07 05:00:00,13.5675,8.4675,10.838333,0.0,4.0
858,2017-05-08 05:00:00,13.5175,6.2175,9.977916,0.0,2.0
859,2017-05-09 05:00:00,15.8175,6.3675003,10.738334,0.0,2.0
860,2017-05-10 05:00:00,16.067501,7.6175003,11.63625,0.0,1.0
861,2017-05-11 05:00:00,15.5675,7.7175,11.713333,0.0,0.0
862,2017-05-12 05:00:00,14.3175,7.2175,11.005,0.0,0.0
863,2017-05-13 05:00:00,10.9175,8.2675,9.705,0.0,21.0
864,2017-05-14 05:00:00,17.7175,7.7175,12.615417,0.0,7.0
865,2017-05-15 05:00:00,18.7175,9.9675,14.263331,0.0,0.0
866,2017-05-16 05:00:00,24.3675,9.867499,17.373749,0.0,0.0
867,2017-05-17 05:00:00,28.3675,12.9175,21.659164,0.0,0.0
868,2017-05-18 05:00:00,31.4675,20.2175,25.742502,0.0,0.0
869,2017-05-19 05:00:00,29.3675,17.7175,24.963333,0.0,4.0
870,2017-05-20 05:00:00,16.567501,11.367499,14.875833,0.0,1.0
871,2017-05-21 05:00:00,17.5175,9.9175,13.967502,0.0,0.0
872,2017-05-22 05:00:00,15.8175,12.5675,14.146667,0.0,14.0
873,2017-05-23 05:00:00,20.567501,14.2175,16.64458,0.0,0.0
874,2017-05-24 05:00:00,19.4675,13.4675,15.454999,0.0,4.0
875,2017-05-25 05:00:00,16.417501,12.617499,14.13625,0.0,17.0
876,2017-05-26 05:00:00,22.417501,12.6675,17.357084,0.0,11.0
877,2017-05-27 05:00:00,21.6175,13.5175,17.409166,0.0,4.0
878,2017-05-28 05:00:00,19.7175,12.9675,16.409166,0.0,3.0
879,2017-05-29 05:00:00,15.2675,12.8175,14.246666,0.0,14.0
880,2017-05-30 05:00:00,15.2675,12.8175,14.14875,0.0,3.0
881,2017-05-31 05:00:00,23.1175,14.1675,17.594584,0.0,2.0
882,2017-06-01 05:00:00,24.9675,14.867499,19.552916,0.0,0.0
883,2017-06-02 05:00:00,23.2675,12.5175,17.773748,0.0,2.0
884,2017-06-03 05:00:00,21.2675,11.2175,16.100834,0.0,3.0
885,2017-06-04 05:00:00,21.167501,11.0175,16.165415,0.0,5.0
886,2017-06-05 05:00:00,21.7175,14.4675,17.932083,0.0,7.0
887,2017-06-06 05:00:00,15.0175,11.117499,13.38625,0.0,3.0
888,2017-06-07 05:00:00,18.667501,10.7675,14.688333,0.0,4.0
889,2017-06-08 05:00:00,19.9675,10.9175,15.373749,0.0,0.0
890,2017-06-09 05:00:00,25.0175,11.0675,18.565414,0.0,3.0
891,2017-06-10 05:00:00,28.2675,14.5175,22.075834,0.0,0.0
892,2017-06-11 05:00:00,31.7175,19.2675,25.538336,0.0,0.0
893,2017-06-12 05:00:00,33.317497,19.567501,26.515419,0.0,0.0
894,2017-06-13 05:00:00,35.317497,21.167501,27.640413,0.0,2.0
895,2017-06-14 05:00:00,26.667501,18.417501,22.861252,0.0,6.0
896,2017-06-15 05:00:00,23.0175,16.1175,19.350832,0.0,0.0
897,2017-06-16 05:00:00,22.1175,16.2175,19.052917,0.0,3.0
898,2017-06-17 05:00:00,22.9675,18.5175,20.171665,0.0,8.0
899,2017-06-18 05:00:00,25.817501,20.667501,23.600836,0.0,8.0
900,2017-06-19 05:00:00,28.3675,21.4675,24.796669,0.0,13.0
901,2017-06-20 05:00:00,28.3675,20.167501,23.838333,0.0,2.0
902,2017-06-21 05:00:00,27.0175,20.067501,23.43,0.0,5.0
903,2017-06-22 05:00:00,26.2675,17.2675,22.740416,0.0,0.0
904,2017-06-23 05:00:00,28.917501,22.567501,25.746666,0.0,7.0
905,2017-06-24 05:00:00,28.7175,22.2675,25.248749,0.0,9.0
906,2017-06-25 05:00:00,26.4675,18.567501,23.092497,0.0,3.0
907,2017-06-26 05:00:00,25.3675,17.2675,20.959166,0.0,0.0
908,2017-06-27 05:00:00,22.567501,17.067501,19.615417,0.0,5.0
909,2017-06-28 05:00:00,25.317501,14.7675,20.055,0.0,0.0
910,2017-06-29 05:00:00,26.4675,16.8675,22.019585,0.0,3.0
911,2017-06-30 05:00:00,29.5175,22.1175,25.409164,0.0,0.0
912,2017-07-01 05:00:00,26.417501,22.1175,24.505,0.0,6.0
913,2017-07-02 05:00:00,31.317501,20.917501,25.557083,0.0,0.0
914,2017-07-03 05:00:00,32.2175,20.167501,25.880003,0.0,2.0
915,2017-07-04 05:00:00,28.9675,20.3675,25.02375,0.0,1.0
916,2017-07-05 05:00:00,29.667501,20.2675,24.37375,0.0,0.0
917,2017-07-06 05:00:00,24.817501,20.567501,22.27375,0.0,6.0
918,2017-07-07 05:00:00,25.417501,19.917501,22.16958,0.0,17.0
919,2017-07-08 05:00:00,30.067501,20.4675,24.5675,0.0,1.0
920,2017-07-09 05:00:00,27.4675,17.7175,22.43625,0.0,0.0
921,2017-07-10 05:00:00,27.067501,17.567501,23.065416,0.0,3.0
922,2017-07-11 05:00:00,28.9675,21.567501,24.965418,0.0,6.0
923,2017-07-12 05:00:00,30.9675,22.7675,26.292503,0.0,7.0
924,2017-07-13 05:00:00,33.067497,22.1175,26.90917,0.0,6.0
925,2017-07-14 05:00:00,23.3675,18.6175,20.682085,0.0,14.0
926,2017-07-15 05:00:00,28.8675,20.3675,23.861252,0.0,2.0
927,2017-07-16 05:00:00,28.3675,19.417501,23.705002,0.0,0.0
928,2017-07-17 05:00:00,27.817501,21.167501,24.28625,0.0,0.0
929,2017-07-18 05:00:00,28.6175,21.4675,24.83625,0.0,4.0
930,2017-07-19 05:00:00,31.3675,22.5175,26.811247,0.0,0.0
931,2017-07-20 05:00:00,33.817497,22.7675,27.686249,0.0,0.0
932,2017-07-21 05:00:00,33.267498,23.667501,27.575834,0.0,0.0
933,2017-07-22 05:00:00,30.1175,23.1175,26.590418,0.0,4.0
934,2017-07-23 05:00:00,25.167501,22.417501,23.640417,0.0,13.0
935,2017-07-24 05:00:00,22.2675,17.417501,20.421663,0.0,14.0
936,2017-07-25 05:00:00,21.667501,16.5175,19.011248,0.0,6.0
937,2017-07-26 05:00:00,23.2175,17.667501,20.402918,0.0,0.0
938,2017-07-27 05:00:00,24.3675,17.6175,21.490417,0.0,8.0
939,2017-07-28 05:00:00,27.2175,20.067501,23.596666,0.0,3.0
940,2017-07-29 05:00:00,23.817501,17.7675,20.665415,0.0,10.0
941,2017-07-30 05:00:00,26.0175,15.4175,20.819582,0.0,0.0
942,2017-07-31 05:00:00,28.917501,16.1175,22.865417,0.0,0.0
943,2017-08-01 05:00:00,29.6175,19.3675,24.646667,0.0,0.0
944,2017-08-02 05:00:00,26.9675,20.9675,22.99875,0.0,8.0
945,2017-08-03 05:00:00,27.6175,19.917501,23.129997,0.0,0.0
946,2017-08-04 05:00:00,25.9675,20.9675,23.477915,0.0,8.0
947,2017-08-05 05:00:00,26.4675,19.6175,23.107086,0.0,6.0
948,2017-08-06 05:00:00,25.817501,16.417501,20.757086,0.0,0.0
949,2017-08-07 05:00:00,20.7675,17.3675,19.2175,0.0,13.0
950,2017-08-08 05:00:00,24.4675,17.9675,21.069582,0.0,1.0
951,2017-08-09 05:00:00,26.667501,16.2675,22.013334,0.0,0.0
952,2017-08-10 05:00:00,27.567501,18.067501,22.477915,0.0,1.0
953,2017-08-11 05:00:00,25.4675,17.9675,21.877914,0.0,3.0
954,2017-08-12 05:00:00,24.167501,19.067501,21.948751,0.0,9.0
955,2017-08-13 05:00:00,28.317501,20.0175,23.74875,0.0,0.0
956,2017-08-14 05:00:00,25.8675,19.4675,23.065414,0.0,3.0
957,2017-08-15 05:00:00,24.5175,20.7675,22.484167,0.0,12.0
958,2017-08-16 05:00:00,29.4675,19.9675,24.41125,0.0,1.0
959,2017-08-17 05:00:00,25.817501,19.0175,22.496666,0.0,0.0
960,2017-08-18 05:00:00,27.567501,23.167501,24.634169,0.0,16.0
961,2017-08-19 05:00:00,28.7675,22.317501,25.346666,0.0,2.0
962,2017-08-20 05:00:00,28.317501,20.3675,23.809168,0.0,0.0
963,2017-08-21 05:00:00,28.7675,18.817501,23.909164,0.0,0.0
964,2017-08-22 05:00:00,29.917501,22.067501,25.915419,0.0,3.0
965,2017-08-23 05:00:00,28.0175,20.667501,24.132082,0.0,3.0
966,2017-08-24 05:00:00,26.7675,17.817501,21.800829,0.0,0.0
967,2017-08-25 05:00:00,24.417501,16.9675,20.869581,0.0,2.0
968,2017-08-26 05:00:00,24.067501,16.917501,20.007086,0.0,0.0
969,2017-08-27 05:00:00,24.0175,15.867499,19.557081,0.0,0.0
970,2017-08-28 05:00:00,23.4675,16.1175,19.363333,0.0,0.0
971,2017-08-29 05:00:00,20.917501,16.667501,18.2925,0.0,10.0
972,2017-08-30 05:00:00,25.4675,15.9675,20.094582,0.0,5.0
973,2017-08-31 05:00:00,27.067501,17.1175,21.315416,0.0,0.0
974,2017-09-01 05:00:00,21.417501,12.5175,16.694584,0.0,0.0
975,2017-09-02 05:00:00,19.2675,11.7175,15.7716675,0.0,6.0
976,2017-09-03 05:00:00,20.2675,15.367499,18.032082,0.0,10.0
977,2017-09-04 05:00:00,26.0175,15.2175,20.42375,0.0,0.0
978,2017-09-05 05:00:00,27.067501,19.417501,23.044584,0.0,1.0
979,2017-09-06 05:00:00,21.567501,17.317501,19.169582,0.0,19.0
980,2017-09-07 05:00:00,22.0175,15.7675,18.594582,0.0,6.0
981,2017-09-08 05:00:00,21.567501,13.4675,17.292501,0.0,1.0
982,2017-09-09 05:00:00,20.667501,12.367499,15.990417,0.0,0.0
983,2017-09-10 05:00:00,21.417501,12.867499,16.8425,0.0,0.0
984,2017-09-11 05:00:00,24.417501,11.9675,17.975832,0.0,0.0
985,2017-09-12 05:00:00,25.917501,14.367499,19.407084,0.0,0.0
986,2017-09-13 05:00:00,26.067501,14.6675,20.54875,0.0,1.0
987,2017-09-14 05:00:00,25.417501,19.317501,22.16333,0.0,6.0
988,2017-09-15 05:00:00,26.2675,18.1175,22.167501,0.0,2.0
989,2017-09-16 05:00:00,25.7675,19.567501,22.071663,0.0,2.0
990,2017-09-17 05:00:00,25.8675,19.667501,21.805,0.0,4.0
991,2017-09-18 05:00:00,24.6175,18.9675,21.332083,0.0,4.0
992,2017-09-19 05:00:00,25.7175,19.817501,22.038332,0.0,2.0
993,2017-09-20 05:00:00,25.567501,19.8675,22.475832,0.0,1.0
994,2017-09-21 05:00:00,26.9675,20.167501,22.882082,0.0,0.0
995,2017-09-22 05:00:00,26.167501,17.7675,21.700834,0.0,0.0
996,2017-09-23 05:00:00,28.817501,18.3675,22.977919,0.0,0.0
997,2017-09-24 05:00:00,31.817501,18.917501,24.49875,0.0,0.0
998,2017-09-25 05:00:00,30.067501,20.2175,24.155,0.0,0.0
999,2017-09-26 05:00:00,27.817501,19.9675,22.56125,0.0,0.0
1000,2017-09-27 05:00:00,29.1175,20.8675,24.13,0.0,2.0
1001,2017-09-28 05:00:00,25.6175,15.617499,21.744583,0.0,0.0
1002,2017-09-29 05:00:00,20.067501,12.7175,16.396666,0.0,0.0
1003,2017-09-30 05:00:00,17.1175,11.7175,15.071667,0.0,6.0
1004,2017-10-01 05:00:00,19.417501,10.0175,14.432083,0.0,0.0
1005,2017-10-02 05:00:00,21.2675,10.867499,15.634167,0.0,0.0
1006,2017-10-03 05:00:00,19.3675,11.6675,15.752917,0.0,0.0
1007,2017-10-04 05:00:00,23.917501,11.2675,17.440416,0.0,0.0
1008,2017-10-05 05:00:00,29.8675,16.7675,21.832083,0.0,4.0
1009,2017-10-06 05:00:00,27.817501,18.1175,21.409166,0.0,0.0
1010,2017-10-07 05:00:00,25.7175,17.067501,21.290415,0.0,0.0
1011,2017-10-08 05:00:00,25.167501,21.5175,23.017504,0.0,15.0
1012,2017-10-09 05:00:00,23.5175,21.667501,22.573751,0.0,17.0
1013,2017-10-10 05:00:00,26.1175,16.567501,21.39875,0.0,0.0
1014,2017-10-11 05:00:00,22.567501,16.7175,19.157084,0.0,6.0
1015,2017-10-12 05:00:00,16.5175,13.117499,15.144582,0.0,7.0
1016,2017-10-13 05:00:00,17.917501,12.6675,15.415418,0.0,0.0
1017,2017-10-14 05:00:00,22.1175,16.167501,18.777914,0.0,0.0
1018,2017-10-15 05:00:00,23.7175,18.2675,20.227917,0.0,0.0
1019,2017-10-16 05:00:00,20.417501,8.7675,14.354999,0.0,7.0
1020,2017-10-17 05:00:00,13.867499,6.4175,10.057083,0.0,0.0
1021,2017-10-18 05:00:00,20.3675,8.5175,13.915414,0.0,0.0
1022,2017-10-19 05:00:00,21.167501,10.5675,15.309166,0.0,0.0
1023,2017-10-20 05:00:00,21.8675,12.7675,16.346666,0.0,0.0
1024,2017-10-21 05:00:00,23.567501,10.0175,15.767499,0.0,0.0
1025,2017-10-22 05:00:00,21.4675,11.7175,15.986249,0.0,0.0
1026,2017-10-23 05:00:00,21.7175,13.2175,18.182083,0.0,2.0
1027,2017-10-24 05:00:00,23.167501,17.667501,19.967499,0.0,16.0
1028,2017-10-25 05:00:00,18.6175,13.9675,16.171667,0.0,2.0
1029,2017-10-26 05:00:00,13.617499,9.2675,12.365415,0.0,7.0
1030,2017-10-27 05:00:00,15.867499,6.7675004,11.298749,0.0,0.0
1031,2017-10-28 05:00:00,19.067501,9.867499,15.115415,0.0,0.0
1032,2017-10-29 05:00:00,18.817501,16.4675,17.648752,0.0,23.0
1033,2017-10-30 05:00:00,15.8175,8.9675,11.763333,0.0,5.0
1034,2017-10-31 05:00:00,13.0675,5.9675,9.76125,0.0,0.0
1035,2017-11-01 05:00:00,15.6675,4.8175,10.250833,0.0,0.0
1036,2017-11-02 05:00:00,20.417501,12.0175,16.7425,0.0,2.0
1037,2017-11-03 05:00:00,22.9675,10.5175,16.752916,0.0,0.0
1038,2017-11-04 05:00:00,12.5675,7.2675004,9.867499,0.0,0.0
1039,2017-11-05 05:00:00,16.417501,11.4175,14.000833,0.0,3.0
1040,2017-11-06 05:00:00,17.817501,7.9675,15.221665,0.0,8.0
1041,2017-11-07 05:00:00,9.8175,4.5175004,7.08,0.0,9.0
1042,2017-11-08 05:00:00,8.8175,4.2175,6.3508325,0.0,2.0
1043,2017-11-09 05:00:00,11.2675,3.6675,8.1883335,0.0,0.0
1044,2017-11-10 05:00:00,10.7675,-3.8325,2.5612512,0.0,0.0
1045,2017-11-11 05:00:00,2.7675,-3.9825,-0.59708333,0.0,0.0
1046,2017-11-12 05:00:00,6.8175,-0.4325,3.1362503,0.0,0.0
1047,2017-11-13 05:00:00,6.7175,2.7175,5.1133337,0.0,8.0
1048,2017-11-14 05:00:00,7.8175,1.5174999,4.3279166,0.0,0.0
1049,2017-11-15 05:00:00,9.6675,1.7674999,5.9841666,0.0,0.0
1050,2017-11-16 05:00:00,12.9675,6.1675,9.977916,0.0,7.0
1051,2017-11-17 05:00:00,8.0675,1.2674999,4.984167,0.0,0.0
1052,2017-11-18 05:00:00,10.9675,0.3175,6.3904166,0.0,8.0
1053,2017-11-19 05:00:00,14.1675,4.5675,9.857082,0.0,7.0
1054,2017-11-20 05:00:00,7.8175,1.3675,4.455,0.0,0.0
1055,2017-11-21 05:00:00,13.367499,3.8174999,7.9758325,0.0,0.0
1056,2017-11-22 05:00:00,10.867499,1.6175,7.609165,0.0,5.0
1057,2017-11-23 05:00:00,5.3675003,-1.0825,1.7320832,0.0,0.0
1058,2017-11-24 05:00:00,8.4675,-0.88250005,3.5675,0.0,0.0
1059,2017-11-25 05:00:00,12.5675,1.7175,6.7945824,0.0,0.0
1060,2017-11-26 05:00:00,8.5175,2.3174999,5.9049993,0.0,0.0
1061,2017-11-27 05:00:00,9.5675,1.8675,4.88625,0.0,0.0
1062,2017-11-28 05:00:00,10.3175,-0.98249996,5.5425,0.0,0.0
1063,2017-11-29 05:00:00,15.617499,3.3675,9.148749,0.0,0.0
1064,2017-11-30 05:00:00,10.617499,0.4175,5.869583,0.0,1.0
1065,2017-12-01 05:00:00,10.7175,2.1675,6.98625,0.0,1.0
1066,2017-12-02 05:00:00,7.7175,0.017500002,3.9091663,0.0,0.0
1067,2017-12-03 05:00:00,10.367499,1.4675,5.4216666,0.0,0.0
1068,2017-12-04 05:00:00,9.367499,0.9175,5.209167,0.0,0.0
1069,2017-12-05 05:00:00,15.2675,9.117499,12.332082,0.0,11.0
1070,2017-12-06 05:00:00,13.5675,3.6675,7.032082,0.0,3.0
1071,2017-12-07 05:00:00,6.6175003,1.5675,3.73625,0.0,0.0
1072,2017-12-08 05:00:00,2.9675,-0.5325,1.6591667,0.0,0.0
1073,2017-12-09 05:00:00,1.4175,-0.63250005,0.43416652,7.4199996,20.0
1074,2017-12-10 05:00:00,2.2175,-3.1325,-0.38041666,0.07,1.0
1075,2017-12-11 05:00:00,4.8675003,-0.8325,1.5820833,0.14,2.0
1076,2017-12-12 05:00:00,10.2675,-1.4825001,4.9320836,0.0,5.0
1077,2017-12-13 05:00:00,-0.98249996,-6.7324996,-3.87625,0.07,1.0
1078,2017-12-14 05:00:00,0.51750004,-5.2324996,-2.7741668,1.19,6.0
1079,2017-12-15 05:00:00,-2.4825,-7.1324997,-4.52625,1.6800002,7.0
1080,2017-12-16 05:00:00,4.7175,-4.8824997,-0.50124997,0.0,0.0
1081,2017-12-17 05:00:00,2.1675,-1.9825001,-0.020000046,0.0,0.0
1082,2017-12-18 05:00:00,7.8175,-0.7825,3.4675,0.0,6.0
1083,2017-12-19 05:00:00,11.617499,3.9675,7.5883327,0.0,0.0
1084,2017-12-20 05:00:00,8.2175,-0.4325,4.3904176,0.0,0.0
1085,2017-12-21 05:00:00,3.7175,-2.3825,0.43000004,0.0,0.0
1086,2017-12-22 05:00:00,8.5175,-1.8325,3.2529166,0.0,0.0
1087,2017-12-23 05:00:00,13.4175,3.8675,7.425834,0.0,21.0
1088,2017-12-24 05:00:00,5.1675,0.5675,2.56125,0.63,4.0
1089,2017-12-25 05:00:00,5.2675004,-3.0825,1.2675004,0.0,8.0
1090,2017-12-26 05:00:00,-2.3825,-5.2324996,-3.8887494,0.0,0.0
1091,2017-12-27 05:00:00,-4.0825,-7.8824997,-5.838749,0.0,0.0
1092,2017-12-28 05:00:00,-7.1324997,-10.9325,-9.067917,0.0,0.0
1093,2017-12-29 05:00:00,-4.3824997,-11.0325,-8.47,0.0,0.0
1094,2017-12-30 05:00:00,-3.7325,-10.2325,-6.836666,0.7,7.0
1095,2017-12-31 05:00:00,-7.7825,-13.1825,-9.930417,0.0,0.0
1096,2018-01-01 05:00:00,-6.7324996,-14.5325,-11.340835,0.0,0.0
1097,2018-01-02 05:00:00,-3.0325,-11.9325,-8.020001,0.0,0.0
1098,2018-01-03 05:00:00,-2.2825,-12.1825,-7.192917,0.0,0.0
1099,2018-01-04 05:00:00,-4.1825,-7.9824996,-5.2095833,15.959999,19.0
1100,2018-01-05 05:00:00,-9.132501,-14.2325,-12.651252,0.0,0.0
1101,2018-01-06 05:00:00,-13.0825,-16.3825,-14.953334,0.0,0.0
1102,2018-01-07 05:00:00,-9.5325,-22.3825,-15.705417,0.0,0.0
1103,2018-01-08 05:00:00,-1.5325,-10.2325,-5.4949994,0.63,3.0
1104,2018-01-09 05:00:00,3.2175,-4.8824997,-0.7595834,0.0,0.0
1105,2018-01-10 05:00:00,3.0175,-11.5825,-3.8075,0.0,0.0
1106,2018-01-11 05:00:00,6.4175,-0.082499996,4.052917,0.0,0.0
1107,2018-01-12 05:00:00,13.867499,7.0175004,11.757081,0.0,15.0
1108,2018-01-13 05:00:00,13.4175,-7.8325,2.0404165,0.0,7.0
1109,2018-01-14 05:00:00,-3.9325001,-9.4325,-7.4804173,0.0,0.0
1110,2018-01-15 05:00:00,-1.9825001,-8.9825,-5.124166,0.0,0.0
1111,2018-01-16 05:00:00,3.9175,-4.5325,-0.8491666,0.0,0.0
1112,2018-01-17 05:00:00,1.6175,-6.1825,-0.54291666,2.45,15.0
1113,2018-01-18 05:00:00,0.2175,-8.9325,-4.592917,0.0,0.0
1114,2018-01-19 05:00:00,3.8675,-5.9325,-1.4720831,0.0,0.0
1115,2018-01-20 05:00:00,9.4675,-0.73249996,3.68625,0.0,0.0
1116,2018-01-21 05:00:00,10.0175,-1.5825,4.0195837,0.0,0.0
1117,2018-01-22 05:00:00,9.2175,4.7175,6.3487496,0.0,6.0
1118,2018-01-23 05:00:00,14.0175,4.4175,9.0425005,0.0,10.0
1119,2018-01-24 05:00:00,4.5675,-3.6325,2.0341668,0.0,0.0
1120,2018-01-25 05:00:00,1.2674999,-5.7825,-3.0929165,0.0,0.0
1121,2018-01-26 05:00:00,1.4675,-6.8325,-2.4199998,0.0,0.0
1122,2018-01-27 05:00:00,11.7175,-1.4325,5.521667,0.0,0.0
1123,2018-01-28 05:00:00,10.4175,5.4175,8.407083,0.0,12.0
1124,2018-01-29 05:00:00,6.1175003,1.0675,3.8987505,0.21000001,6.0
1125,2018-01-30 05:00:00,3.4675,-4.8824997,-0.5429167,1.26,12.0
1126,2018-01-31 05:00:00,-0.082499996,-8.1825,-3.9345825,0.0,0.0
1127,2018-02-01 05:00:00,7.4175,-1.2825,2.840417,0.0,2.0
1128,2018-02-02 05:00:00,2.7175,-8.7325,-2.7366667,0.63,8.0
1129,2018-02-03 05:00:00,-0.3825,-8.9825,-4.9075,0.0,0.0
1130,2018-02-04 05:00:00,6.7175,-2.6325,2.5925,0.0,11.0
1131,2018-02-05 05:00:00,3.6175,-5.6825,-0.9824999,0.0,1.0
1132,2018-02-06 05:00:00,2.9175,-5.9325,-1.92,0.0,0.0
1133,2018-02-07 05:00:00,10.2675,-3.4825,1.3904167,1.6800001,16.0
1134,2018-02-08 05:00:00,0.6675,-4.6825,-2.2679167,0.0,0.0
1135,2018-02-09 05:00:00,2.4675,-6.8824997,-1.6616665,0.07,1.0
1136,2018-02-10 05:00:00,9.6675,2.3675,6.1008334,0.0,12.0
1137,2018-02-11 05:00:00,15.9175,5.7675004,10.377916,0.0,24.0
1138,2018-02-12 05:00:00,15.867499,-1.1325,6.1029162,0.0,2.0
1139,2018-02-13 05:00:00,2.3174999,-4.7825,-1.4783331,0.0,0.0
1140,2018-02-14 05:00:00,10.2675,0.5675,4.6841674,0.0,3.0
1141,2018-02-15 05:00:00,15.367499,5.8175,9.800832,0.0,7.0
1142,2018-02-16 05:00:00,13.7175,1.3675,9.494583,0.0,14.0
1143,2018-02-17 05:00:00,3.4175,-3.8325,0.31750003,7.2799997,7.0
1144,2018-02-18 05:00:00,6.1175003,-1.9825001,1.6425003,0.7,2.0
1145,2018-02-19 05:00:00,8.5675,-2.1825001,4.4779167,0.0,5.0
1146,2018-02-20 05:00:00,18.817501,8.9675,12.405,0.0,1.0
1147,2018-02-21 05:00:00,23.417501,12.1675,16.821667,0.0,4.0
1148,2018-02-22 05:00:00,12.0675,2.5175,5.859167,0.0,12.0
1149,2018-02-23 05:00:00,4.8175,2.0175,3.284167,0.0,11.0
